		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Bar  	Rain	Rate	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	Samp	Tx 	Recept	Int.
26.07.23	19:30	13.3	13.9	13.3	82	10.3	0.4	E	0.40	1.3	E	13.3	13.2	13.2	1016.1	0.00	0.0	0.052	0.000	22.8	53	12.7	22.7	9.73	1.1793	351	1	100.0	15
26.07.23	19:45	13.0	13.3	12.9	82	10.0	0.4	E	0.40	1.3	E	13.0	12.9	12.9	1016.1	0.00	0.0	0.056	0.000	22.7	55	13.2	22.7	10.09	1.1792	345	1	100.0	15
26.07.23	20:00	12.5	12.9	12.5	82	9.5	0.0	ESE	0.00	0.9	E	12.5	12.4	12.4	1016.3	0.00	0.0	0.061	0.000	22.7	55	13.2	22.6	10.09	1.1796	344	1	100.0	15
26.07.23	20:15	11.7	12.5	11.7	83	8.9	0.0	ESE	0.00	0.9	ESE	11.7	11.6	11.6	1016.2	0.00	0.0	0.069	0.000	22.6	55	13.1	22.4	10.10	1.1801	348	1	100.0	15
26.07.23	20:30	10.7	11.7	10.7	85	8.3	0.0	---	0.00	0.0	---	10.7	10.7	10.7	1016.4	0.00	0.0	0.079	0.000	22.4	56	13.2	22.3	10.30	1.1806	342	1	100.0	15
26.07.23	20:45	10.1	10.7	10.1	89	8.3	0.4	E	0.40	0.9	ESE	10.1	10.2	10.2	1016.5	0.00	0.0	0.086	0.000	22.3	56	13.1	22.1	10.31	1.1816	348	1	100.0	15
26.07.23	21:00	9.8	10.2	9.8	89	8.1	0.0	E	0.00	0.9	E	9.8	10.0	10.0	1016.6	0.00	0.0	0.089	0.000	22.1	56	12.9	21.7	10.32	1.1828	346	1	100.0	15
26.07.23	21:15	9.9	10.0	9.8	88	8.0	0.4	E	0.40	0.9	E	9.9	10.1	10.1	1016.6	0.00	0.0	0.087	0.000	21.8	57	12.9	21.4	10.50	1.1836	345	1	100.0	15
26.07.23	21:30	9.7	9.9	9.7	89	7.9	0.4	E	0.40	0.9	E	9.7	9.8	9.8	1016.5	0.00	0.0	0.090	0.000	21.7	57	12.8	21.3	10.51	1.1841	349	1	100.0	15
26.07.23	21:45	9.5	9.7	9.5	90	7.9	0.4	E	0.40	0.9	ESE	9.5	9.7	9.7	1016.6	0.00	0.0	0.092	0.000	21.6	57	12.7	21.1	10.52	1.1850	350	1	100.0	15
26.07.23	22:00	9.3	9.6	9.3	90	7.7	0.4	ENE	0.40	1.8	ENE	9.3	9.4	9.4	1016.4	0.00	0.0	0.094	0.000	21.4	57	12.6	20.9	10.53	1.1854	345	1	100.0	15
26.07.23	22:15	9.6	9.8	9.3	89	7.9	0.4	ENE	0.40	1.3	ENE	9.6	9.8	9.8	1016.4	0.00	0.0	0.091	0.000	21.2	57	12.4	20.7	10.54	1.1864	350	1	100.0	15
26.07.23	22:30	11.7	11.7	9.6	80	8.3	1.8	NNW	1.61	5.8	NNW	11.3	11.5	11.1	1016.1	0.00	0.0	0.069	0.000	21.0	57	12.2	20.4	10.55	1.1873	346	1	100.0	15
26.07.23	22:45	12.6	12.6	11.7	74	8.0	3.1	NW	2.82	5.4	NW	11.5	12.2	11.2	1016.1	0.00	0.0	0.060	0.000	20.8	57	12.0	20.3	10.56	1.1881	341	1	99.7	15
26.07.23	23:00	13.1	13.1	12.6	70	7.7	3.6	NW	3.22	6.3	NW	11.7	12.6	11.3	1016.0	0.00	0.0	0.055	0.000	20.6	57	11.8	20.1	10.57	1.1890	349	1	100.0	15
26.07.23	23:15	13.1	13.2	13.0	67	7.1	3.6	NW	3.22	7.2	NNW	11.8	12.6	11.3	1015.9	0.00	0.0	0.054	0.000	20.4	57	11.6	19.9	10.58	1.1901	344	1	100.0	15
26.07.23	23:30	13.1	13.3	13.1	62	6.0	2.7	NNW	2.41	6.7	NNW	12.4	12.4	11.7	1015.9	0.00	0.0	0.054	0.000	20.1	57	11.3	19.8	10.59	1.1915	348	1	100.0	15
26.07.23	23:45	13.4	13.4	13.1	61	6.1	2.7	N	2.41	5.4	NW	12.8	12.8	12.1	1016.0	0.00	0.0	0.051	0.000	19.7	57	11.0	19.3	10.60	1.1935	348	1	100.0	15
27.07.23	00:00	13.5	13.5	13.2	58	5.4	2.2	N	2.01	6.3	NW	13.1	12.7	12.3	1015.9	0.00	0.0	0.050	0.000	19.4	57	10.7	19.1	10.61	1.1949	343	1	100.0	15
27.07.23	0:15	13.4	13.6	13.4	59	5.6	2.7	N	2.41	5.4	NNW	12.8	12.7	12.0	1015.8	0.00	0.0	0.051	0.000	19.1	57	10.4	18.6	10.62	1.1964	348	1	100.0	15
27.07.23	0:30	13.4	13.6	13.3	56	4.8	2.7	NNW	2.41	5.8	NNW	12.8	12.6	11.9	1015.7	0.00	0.0	0.051	0.000	18.8	57	10.1	18.3	10.63	1.1977	345	1	100.0	15
27.07.23	0:45	13.3	13.4	13.1	54	4.2	2.7	NNW	2.41	4.9	NW	12.6	12.4	11.7	1015.7	0.00	0.0	0.053	0.000	18.6	57	9.9	18.0	10.64	1.1991	346	1	100.0	15
27.07.23	1:00	13.2	13.4	13.2	55	4.4	3.1	NNW	2.82	5.4	NW	12.3	12.3	11.4	1015.5	0.00	0.0	0.053	0.000	18.3	58	9.9	17.7	10.75	1.2001	351	1	100.0	15
27.07.23	1:15	13.2	13.4	13.1	53	3.8	3.6	NNW	3.22	7.6	NW	11.9	12.3	11.0	1015.3	0.00	0.0	0.053	0.000	18.1	58	9.7	17.5	10.75	1.2009	344	1	100.0	15
27.07.23	1:30	13.2	13.3	13.2	52	3.6	3.1	NW	2.82	6.3	NNW	12.3	12.2	11.3	1015.2	0.00	0.0	0.053	0.000	17.8	58	9.5	17.2	10.75	1.2019	348	1	100.0	15
27.07.23	1:45	13.2	13.3	13.1	50	3.0	3.1	NW	2.82	8.5	W	12.3	12.2	11.3	1015.2	0.00	0.0	0.053	0.000	17.6	58	9.2	17.0	10.75	1.2030	347	1	100.0	15
27.07.23	2:00	13.3	13.5	13.0	47	2.2	3.6	NW	3.22	7.2	WNW	12.1	12.2	10.9	1015.1	0.00	0.0	0.052	0.000	17.4	58	9.0	16.7	10.75	1.2040	344	1	100.0	15
27.07.23	2:15	13.2	13.4	13.1	44	1.2	2.2	NW	2.01	5.4	WNW	12.7	11.9	11.5	1015.0	0.00	0.0	0.054	0.000	17.2	58	8.9	16.6	10.75	1.2047	351	1	100.0	15
27.07.23	2:30	12.6	13.2	12.3	46	1.2	3.1	WNW	2.82	7.2	NW	11.5	11.4	10.4	1014.7	0.00	0.0	0.060	0.000	17.0	58	8.7	16.3	10.75	1.2054	344	1	100.0	15
27.07.23	2:45	12.2	12.6	12.1	45	0.6	2.2	WNW	2.01	5.8	W	11.6	11.1	10.4	1014.5	0.00	0.0	0.064	0.000	16.8	58	8.5	16.1	10.75	1.2061	350	1	100.0	15
27.07.23	3:00	11.7	12.3	11.7	44	-0.1	1.8	WNW	1.61	4.5	NNW	11.3	10.7	10.3	1014.5	0.00	0.0	0.069	0.000	16.7	58	8.4	15.9	10.75	1.2069	348	1	100.0	15
27.07.23	3:15	10.8	11.7	10.6	46	-0.3	1.3	WNW	1.21	3.6	WNW	10.8	9.9	9.9	1014.5	0.00	0.0	0.078	0.000	16.4	58	8.2	15.7	10.75	1.2080	346	1	100.0	15
27.07.23	3:30	11.0	11.0	10.7	45	-0.5	1.3	NW	1.21	4.5	W	10.9	10.1	10.0	1014.4	0.00	0.0	0.076	0.000	16.2	58	7.9	15.4	10.75	1.2090	350	1	100.0	15
27.07.23	3:45	10.7	11.0	10.7	41	-2.0	1.3	NW	1.21	4.9	W	10.6	9.8	9.7	1014.5	0.00	0.0	0.079	0.000	16.1	58	7.8	15.3	10.75	1.2099	345	1	100.0	15
27.07.23	4:00	10.4	11.1	10.4	42	-1.9	0.9	NW	0.80	2.7	NW	10.4	9.6	9.6	1014.6	0.00	0.0	0.082	0.000	15.8	58	7.6	15.1	10.75	1.2111	346	1	100.0	15
27.07.23	4:15	11.4	11.4	10.1	36	-3.2	1.8	N	1.61	3.6	NW	11.0	10.2	9.8	1014.7	0.00	0.0	0.072	0.000	15.7	58	7.4	14.9	10.75	1.2121	348	1	100.0	15
27.07.23	4:30	10.3	11.5	10.3	39	-3.1	0.9	WNW	0.80	2.2	NW	10.3	9.4	9.4	1014.8	0.00	0.0	0.084	0.000	15.4	58	7.2	14.7	10.75	1.2134	341	1	99.7	15
27.07.23	4:45	10.9	10.9	10.2	37	-3.3	1.3	WNW	1.21	3.6	NW	10.8	9.8	9.8	1014.8	0.00	0.0	0.078	0.000	15.3	57	6.8	14.4	10.56	1.2144	349	1	100.0	15
27.07.23	5:00	11.3	11.4	10.7	36	-3.2	2.2	NNW	2.01	4.9	NNW	10.6	10.2	9.4	1014.8	0.00	0.0	0.073	0.000	15.1	58	6.8	14.3	10.75	1.2152	347	1	100.0	15
27.07.23	5:15	11.7	11.9	11.3	35	-3.3	2.7	NNW	2.41	4.5	NNW	10.7	10.4	9.4	1014.6	0.00	0.0	0.069	0.000	14.9	58	6.7	14.2	10.75	1.2156	348	1	100.0	15
27.07.23	5:30	11.2	11.7	11.2	37	-3.0	1.8	NW	1.61	4.0	NW	10.7	10.1	9.6	1014.5	0.00	0.0	0.075	0.000	14.7	58	6.5	13.9	10.75	1.2166	351	1	100.0	15
27.07.23	5:45	10.1	11.2	10.1	44	-1.7	1.3	NW	1.21	2.2	N	9.9	9.3	9.1	1014.4	0.00	0.0	0.086	0.000	14.6	58	6.4	13.8	10.75	1.2173	342	1	100.0	15
27.07.23	6:00	10.3	10.3	9.7	43	-1.8	2.2	NW	2.01	4.0	NNW	9.3	9.4	8.5	1014.2	0.00	0.0	0.084	0.000	14.4	58	6.3	13.7	10.75	1.2176	348	1	100.0	15
27.07.23	6:15	11.2	11.2	10.3	40	-2.0	3.1	NNW	2.82	5.4	NW	9.8	10.1	8.8	1014.1	0.00	0.0	0.075	0.000	14.3	58	6.2	13.6	10.75	1.2180	347	1	100.0	15
27.07.23	6:30	11.8	11.9	11.3	42	-0.7	3.1	NW	2.82	5.8	NW	10.7	10.7	9.6	1014.1	0.00	0.0	0.068	0.000	14.2	58	6.0	13.4	10.75	1.2189	343	1	100.0	15
27.07.23	6:45	12.0	12.0	11.6	42	-0.5	3.1	NNW	2.82	5.8	NNW	10.8	10.8	9.7	1014.2	0.00	0.0	0.066	0.000	14.1	58	5.9	13.3	10.75	1.2195	349	1	100.0	15
27.07.23	7:00	12.3	12.3	12.0	43	0.1	3.1	NNW	2.82	4.9	NNW	11.2	11.2	10.1	1014.1	0.00	0.0	0.062	0.000	14.3	59	6.4	13.6	10.95	1.2178	343	1	100.0	15
27.07.23	7:15	14.4	14.4	12.3	44	2.3	2.7	NW	2.41	5.4	NW	14.0	13.1	12.7	1014.1	0.00	0.0	0.041	0.000	14.6	58	6.4	13.8	10.75	1.2166	347	1	100.0	15
27.07.23	7:30	15.6	15.6	14.4	44	3.4	3.1	WNW	2.82	4.9	W	15.2	14.3	13.8	1013.8	0.00	0.0	0.028	0.000	14.8	58	6.6	14.1	10.75	1.2151	347	1	100.0	15
27.07.23	7:45	15.8	15.9	15.6	42	2.9	3.1	WNW	2.82	6.7	WNW	15.4	14.4	14.1	1013.6	0.00	0.0	0.026	0.000	15.1	58	6.8	14.3	10.75	1.2138	349	1	100.0	15
27.07.23	8:00	16.1	16.1	15.8	45	4.2	3.1	WNW	2.82	5.4	W	15.8	14.8	14.5	1013.3	0.00	0.0	0.023	0.000	15.2	58	7.0	14.4	10.75	1.2127	344	1	100.0	15
27.07.23	8:15	16.4	16.4	16.1	45	4.4	3.6	WNW	3.22	5.8	W	15.7	15.1	14.4	1013.2	0.00	0.0	0.020	0.000	15.4	58	7.2	14.6	10.75	1.2117	346	1	100.0	15
27.07.23	8:30	16.8	16.8	16.3	44	4.4	3.6	WNW	3.22	5.8	WSW	16.2	15.4	14.8	1012.9	0.00	0.0	0.016	0.000	15.5	59	7.5	14.7	10.95	1.2106	346	1	100.0	15
27.07.23	8:45	17.2	17.2	16.8	43	4.5	3.6	WNW	3.22	6.3	NW	16.7	15.8	15.3	1012.8	0.00	0.0	0.012	0.000	15.6	59	7.6	14.8	10.95	1.2102	349	1	100.0	15
27.07.23	9:00	17.6	17.6	17.2	46	5.8	4.0	WNW	3.62	6.7	NW	16.6	16.3	15.4	1012.7	0.00	0.0	0.008	0.000	15.7	59	7.7	15.0	10.95	1.2092	348	1	100.0	15
27.07.23	9:15	17.8	17.8	17.4	45	5.7	4.0	WNW	3.62	5.8	WNW	16.9	16.6	15.7	1012.8	0.00	0.0	0.006	0.000	15.9	59	7.9	15.2	10.95	1.2085	346	1	100.0	15
27.07.23	9:30	18.1	18.1	17.8	42	4.9	4.0	WNW	3.62	6.3	NW	17.2	16.7	15.8	1012.7	0.00	0.0	0.003	0.000	16.1	59	8.0	15.3	10.95	1.2075	346	1	100.0	15
27.07.23	9:45	18.6	18.6	18.1	40	4.7	4.0	NW	3.62	6.3	NW	17.8	17.1	16.3	1012.5	0.00	0.0	0.000	0.002	16.3	59	8.2	15.6	10.95	1.2062	349	1	100.0	15
27.07.23	10:00	18.7	18.7	18.5	44	6.2	4.0	WNW	3.62	6.3	NW	17.9	17.4	16.7	1012.5	0.00	0.0	0.000	0.003	16.4	59	8.4	15.7	10.95	1.2053	347	1	100.0	15
27.07.23	10:15	18.9	18.9	18.4	37	3.9	4.0	NW	3.62	7.6	NW	18.2	17.3	16.6	1012.1	0.00	0.0	0.000	0.006	16.7	59	8.6	15.9	10.95	1.2038	348	1	100.0	15
27.07.23	10:30	18.8	18.9	18.8	40	4.9	4.9	NW	4.43	7.6	NW	17.3	17.3	15.8	1012.2	0.00	0.0	0.000	0.005	17.1	59	9.0	16.4	10.95	1.2017	345	1	100.0	15
27.07.23	10:45	19.1	19.1	18.6	40	5.1	4.9	NW	4.43	7.6	WNW	17.6	17.6	16.1	1012.3	0.00	0.0	0.000	0.008	17.7	58	9.3	17.1	10.75	1.1989	350	1	100.0	15
27.07.23	11:00	19.3	19.3	19.1	37	4.2	4.5	NW	4.02	7.6	NNW	18.2	17.7	16.6	1012.3	0.00	0.0	0.000	0.010	18.1	58	9.7	17.6	10.75	1.1970	346	1	100.0	15
27.07.23	11:15	19.6	19.6	19.3	42	6.3	4.0	WNW	3.62	6.7	WNW	18.8	18.3	17.6	1012.1	0.00	0.0	0.000	0.013	18.4	57	9.8	17.9	10.65	1.1953	349	1	100.0	15
27.07.23	11:30	19.6	19.8	19.5	37	4.5	4.0	WNW	3.62	6.3	NW	18.8	18.0	17.3	1012.1	0.00	0.0	0.000	0.013	18.8	57	10.1	18.2	10.63	1.1937	344	1	100.0	15
27.07.23	11:45	19.7	19.7	19.6	42	6.4	4.0	WNW	3.62	6.7	WNW	18.9	18.4	17.7	1012.0	0.00	0.0	0.000	0.014	19.1	56	10.1	18.5	10.42	1.1924	347	1	100.0	15
27.07.23	12:00	19.8	19.9	19.7	41	6.2	3.6	NW	3.22	6.3	NW	19.4	18.6	18.2	1012.0	0.00	0.0	0.000	0.016	19.3	56	10.3	18.8	10.41	1.1910	348	1	100.0	15
27.07.23	12:15	20.1	20.1	19.8	43	7.1	3.6	NW	3.22	6.7	NW	19.7	18.9	18.6	1011.8	0.00	0.0	0.000	0.019	19.7	56	10.7	19.3	10.40	1.1888	348	1	100.0	15
27.07.23	12:30	20.1	20.2	20.0	41	6.4	2.7	NW	2.41	5.8	NNW	20.1	18.8	18.8	1012.0	0.00	0.0	0.000	0.019	20.3	56	11.2	19.8	10.38	1.1863	346	1	100.0	15
27.07.23	12:45	20.1	20.2	19.8	41	6.4	4.0	WNW	3.62	6.3	WNW	19.3	18.8	18.0	1011.8	0.00	0.0	0.000	0.018	20.6	56	11.5	20.1	10.37	1.1846	349	1	100.0	15
27.07.23	13:00	20.3	20.4	20.1	41	6.6	4.0	NW	3.62	6.7	NNW	19.6	19.1	18.3	1011.7	0.00	0.0	0.000	0.021	20.8	56	11.7	20.2	10.36	1.1832	346	1	100.0	15
27.07.23	13:15	20.2	20.4	20.2	42	6.9	4.0	WNW	3.62	7.2	NW	19.4	19.0	18.2	1011.7	0.00	0.0	0.000	0.020	21.2	56	12.1	20.6	10.35	1.1812	348	1	100.0	15
27.07.23	13:30	20.2	20.4	20.1	44	7.6	4.0	WNW	3.62	7.6	NW	19.4	19.1	18.3	1011.7	0.00	0.0	0.000	0.020	21.7	56	12.5	21.2	10.33	1.1790	347	1	100.0	15
27.07.23	13:45	20.7	20.7	20.1	45	8.4	3.6	WNW	3.22	9.4	WNW	20.4	19.6	19.3	1011.8	0.00	0.0	0.000	0.025	21.9	55	12.5	21.6	10.12	1.1780	348	1	100.0	15
27.07.23	14:00	20.8	20.8	20.6	44	8.1	3.1	NW	2.82	7.6	NW	20.8	19.6	19.6	1011.8	0.00	0.0	0.000	0.025	22.2	54	12.4	21.8	9.91	1.1771	347	1	100.0	15
27.07.23	14:15	20.9	20.9	20.6	40	6.8	2.2	NW	2.01	5.8	WNW	20.9	19.4	19.4	1011.6	0.00	0.0	0.000	0.027	22.3	54	12.6	22.1	9.91	1.1761	349	1	100.0	15
27.07.23	14:30	21.2	21.4	20.9	39	6.7	1.8	ESE	1.61	5.8	SSE	21.2	19.7	19.7	1011.6	0.00	0.0	0.000	0.030	22.6	53	12.5	22.3	9.75	1.1753	347	1	100.0	15
27.07.23	14:45	20.8	21.3	20.6	41	7.1	1.8	E	1.61	4.5	ENE	20.8	19.5	19.5	1011.4	0.00	0.0	0.000	0.026	22.8	53	12.7	22.7	9.73	1.1737	348	1	100.0	15
27.07.23	15:00	20.6	20.9	20.6	42	7.2	2.2	ESE	2.01	4.9	E	20.6	19.3	19.3	1011.4	0.00	0.0	0.000	0.023	23.1	52	12.7	22.9	9.58	1.1729	347	1	100.0	15
27.07.23	15:15	20.2	20.6	20.1	41	6.5	1.8	ESE	1.61	4.5	ENE	20.2	18.9	18.9	1011.3	0.00	0.0	0.000	0.019	23.2	52	12.8	23.1	9.58	1.1723	348	1	100.0	15
27.07.23	15:30	21.3	21.3	20.2	40	7.1	1.3	ESE	1.21	4.0	SE	21.3	19.8	19.8	1011.3	0.00	0.0	0.000	0.031	23.4	51	12.7	23.4	9.37	1.1712	348	1	100.0	15
27.07.23	15:45	21.1	21.4	21.1	43	8.0	2.2	WNW	2.01	4.5	WNW	21.1	19.7	19.7	1011.1	0.00	0.0	0.000	0.028	23.7	51	13.0	23.8	9.36	1.1696	347	1	100.0	15
27.07.23	16:00	20.2	21.1	20.2	44	7.6	3.1	WNW	2.82	5.4	NW	20.2	19.1	19.1	1010.9	0.00	0.0	0.000	0.020	23.9	51	13.2	24.1	9.35	1.1682	347	1	100.0	15
27.07.23	16:15	20.0	20.5	20.0	46	8.0	1.8	SSW	1.61	4.5	NW	20.0	19.1	19.1	1011.0	0.00	0.0	0.000	0.017	24.0	49	12.6	24.0	9.05	1.1687	349	1	100.0	15
27.07.23	16:30	20.2	20.3	20.0	42	6.9	1.8	NW	1.61	4.9	WNW	20.2	19.0	19.0	1011.0	0.00	0.0	0.000	0.020	24.2	49	12.8	24.2	9.04	1.1677	347	1	100.0	15
27.07.23	16:45	19.8	20.4	19.8	44	7.2	3.1	W	2.82	5.4	WNW	19.8	18.7	18.7	1010.9	0.00	0.0	0.000	0.016	24.4	50	13.3	24.4	9.23	1.1660	346	1	100.0	15
27.07.23	17:00	19.2	20.2	19.2	45	7.0	2.2	W	2.01	6.3	NW	19.2	18.1	18.1	1010.7	0.00	0.0	0.000	0.009	24.7	49	13.2	24.6	9.02	1.1651	349	1	100.0	15
27.07.23	17:15	18.4	19.2	18.3	49	7.5	3.6	NW	3.22	6.3	NW	18.1	17.4	17.1	1010.8	0.00	0.0	0.000	0.001	24.6	49	13.1	24.5	9.03	1.1657	346	1	100.0	15
27.07.23	17:30	19.2	19.2	18.3	47	7.6	4.0	NW	3.62	7.2	NW	18.5	18.2	17.5	1010.7	0.00	0.0	0.000	0.009	24.7	49	13.3	24.6	9.02	1.1648	349	1	100.0	15
27.07.23	17:45	19.2	19.3	19.1	48	7.9	3.1	NW	2.82	5.4	NW	19.2	18.2	18.2	1010.8	0.00	0.0	0.000	0.009	25.0	49	13.5	24.8	9.01	1.1636	343	1	100.0	15
27.07.23	18:00	18.8	19.3	18.8	47	7.3	3.6	NW	3.22	6.3	NW	18.5	17.8	17.4	1010.8	0.00	0.0	0.000	0.005	25.2	48	13.4	25.0	8.90	1.1631	347	1	100.0	15
27.07.23	18:15	18.4	18.9	18.4	46	6.6	4.0	NW	3.62	6.3	NW	17.7	17.3	16.5	1010.7	0.00	0.0	0.000	0.001	25.2	47	13.1	25.1	8.70	1.1631	346	1	100.0	15
27.07.23	18:30	18.3	18.5	18.3	47	6.8	4.0	NW	3.62	5.8	NW	17.6	17.2	16.4	1010.7	0.00	0.0	0.000	0.000	25.2	46	12.8	25.0	8.50	1.1635	349	1	100.0	15
27.07.23	18:45	17.9	18.3	17.8	45	5.8	3.1	NW	2.82	4.9	NNW	17.9	16.7	16.7	1010.7	0.00	0.0	0.005	0.000	25.1	45	12.3	24.8	8.41	1.1647	345	1	100.0	15
27.07.23	19:00	17.7	17.9	17.6	46	5.9	2.7	NW	2.41	4.9	NW	17.7	16.5	16.5	1011.0	0.00	0.0	0.007	0.000	25.1	45	12.3	24.8	8.41	1.1650	348	1	100.0	15
27.07.23	19:15	17.1	17.6	17.1	48	6.0	2.2	NW	2.01	4.9	NW	17.1	15.9	15.9	1011.1	0.00	0.0	0.013	0.000	24.9	44	11.8	24.6	8.21	1.1660	343	1	100.0	15
27.07.23	19:30	16.3	17.1	16.3	46	4.6	1.3	NNW	1.21	3.1	NW	16.3	15.1	15.1	1011.2	0.00	0.0	0.021	0.000	24.4	44	11.3	24.1	8.23	1.1689	349	1	100.0	15
27.07.23	19:45	15.2	16.3	15.2	51	5.1	0.9	E	0.80	2.2	ENE	15.2	14.1	14.1	1011.2	0.00	0.0	0.033	0.000	24.2	46	11.8	24.0	8.54	1.1693	343	1	100.0	15
27.07.23	20:00	14.2	15.2	14.1	51	4.2	0.9	NW	0.80	2.2	NW	14.2	13.1	13.1	1011.3	0.00	0.0	0.043	0.000	24.1	47	12.0	23.9	8.74	1.1695	349	1	100.0	15
27.07.23	20:15	14.7	14.7	14.1	48	3.8	2.7	NW	2.41	5.4	NW	14.3	13.5	13.1	1011.4	0.00	0.0	0.038	0.000	23.9	48	12.2	23.8	8.95	1.1701	350	1	100.0	15
27.07.23	20:30	14.8	14.8	14.5	49	4.2	2.7	NW	2.41	4.9	NW	14.4	13.6	13.2	1011.6	0.00	0.0	0.037	0.000	23.6	48	12.0	23.5	8.94	1.1717	344	1	100.0	15
27.07.23	20:45	15.0	15.0	14.5	48	4.1	2.7	NW	2.41	5.4	WNW	14.7	13.8	13.5	1011.4	0.00	0.0	0.035	0.000	23.3	49	12.0	23.1	9.05	1.1725	350	1	100.0	15
27.07.23	21:00	14.8	15.2	14.8	51	4.7	3.6	WNW	3.22	5.4	NW	13.8	13.7	12.7	1011.3	0.00	0.0	0.037	0.000	23.3	50	12.3	23.1	9.25	1.1724	345	1	100.0	15
27.07.23	21:15	14.8	14.9	14.7	50	4.4	4.0	WNW	3.62	6.3	NW	13.3	13.7	12.2	1011.1	0.00	0.0	0.037	0.000	23.1	50	12.1	22.8	9.25	1.1732	347	1	100.0	15
27.07.23	21:30	14.1	14.8	14.1	52	4.4	3.6	NW	3.22	5.4	NW	13.0	13.1	12.0	1011.1	0.00	0.0	0.044	0.000	22.9	51	12.3	22.8	9.38	1.1735	348	1	100.0	15
27.07.23	21:45	14.2	14.4	14.1	51	4.2	4.5	NW	4.02	6.3	NW	12.3	13.2	11.3	1011.0	0.00	0.0	0.043	0.000	23.0	53	12.9	22.9	9.71	1.1724	345	1	100.0	15
27.07.23	22:00	14.7	14.7	14.2	48	3.8	3.6	NW	3.22	6.3	NW	13.7	13.6	12.6	1011.0	0.00	0.0	0.038	0.000	22.8	53	12.7	22.7	9.73	1.1732	348	1	100.0	15
27.07.23	22:15	14.8	14.9	14.7	48	3.9	4.5	NW	4.02	6.7	NW	13.0	13.7	11.8	1010.6	0.00	0.0	0.036	0.000	22.6	53	12.5	22.3	9.75	1.1741	344	1	100.0	15
27.07.23	22:30	14.2	14.9	14.1	50	3.9	4.0	NW	3.62	5.8	WNW	12.6	13.1	11.5	1010.6	0.00	0.0	0.043	0.000	22.3	53	12.2	21.9	9.77	1.1756	348	1	100.0	15
27.07.23	22:45	14.2	14.4	14.1	49	3.6	4.0	NW	3.62	5.8	NW	12.6	13.1	11.5	1010.6	0.00	0.0	0.043	0.000	22.1	53	12.0	21.6	9.78	1.1766	350	1	100.0	15
27.07.23	23:00	14.4	14.4	14.2	49	3.8	3.1	NW	2.82	5.4	NW	13.7	13.2	12.6	1010.4	0.00	0.0	0.041	0.000	21.8	53	11.8	21.3	9.80	1.1775	343	1	100.0	15
27.07.23	23:15	15.2	15.2	14.2	46	3.7	3.6	NW	3.22	6.3	NW	14.3	14.0	13.1	1010.3	0.00	0.0	0.032	0.000	21.6	53	11.6	20.9	9.82	1.1788	348	1	100.0	15
27.07.23	23:30	14.1	15.3	14.0	49	3.5	4.0	NW	3.62	5.8	WNW	12.5	12.9	11.4	1010.1	0.00	0.0	0.045	0.000	21.3	53	11.3	20.5	9.84	1.1799	344	1	100.0	15
27.07.23	23:45	14.1	14.5	14.0	49	3.5	3.1	NW	2.82	7.2	WNW	13.3	12.9	12.2	1010.1	0.00	0.0	0.045	0.000	20.9	52	10.7	20.2	9.66	1.1818	351	1	100.0	15
28.07.23	00:00	14.2	14.3	13.9	49	3.6	2.7	NNW	2.41	6.3	NNW	13.7	13.1	12.6	1009.8	0.00	0.0	0.043	0.000	20.6	53	10.7	19.9	9.87	1.1829	346	1	100.0	15
28.07.23	0:15	13.8	14.1	13.8	50	3.5	0.9	NW	0.80	3.1	NW	13.8	12.7	12.7	1009.5	0.00	0.0	0.047	0.000	20.3	53	10.4	19.7	9.88	1.1839	342	1	100.0	15
28.07.23	0:30	12.4	13.8	12.4	54	3.3	1.3	NW	1.21	3.1	WNW	12.4	11.6	11.6	1009.3	0.00	0.0	0.062	0.000	20.1	53	10.2	19.5	9.89	1.1850	348	1	100.0	15
28.07.23	0:45	12.9	12.9	12.3	53	3.5	1.8	NNW	1.61	5.4	NW	12.7	12.0	11.8	1009.2	0.00	0.0	0.057	0.000	19.8	53	10.0	19.3	9.90	1.1860	340	1	99.4	15
28.07.23	1:00	13.9	13.9	12.8	50	3.6	3.6	NW	3.22	6.3	NW	12.7	12.8	11.7	1008.9	0.00	0.0	0.046	0.000	19.6	53	9.7	18.9	9.91	1.1870	351	1	100.0	15
28.07.23	1:15	14.0	14.2	13.7	50	3.7	3.6	NW	3.22	6.7	NW	12.8	12.9	11.8	1008.6	0.00	0.0	0.045	0.000	19.3	53	9.5	18.6	9.92	1.1881	350	1	100.0	15
28.07.23	1:30	14.0	14.2	13.8	50	3.7	1.8	NNW	1.61	4.0	WNW	14.0	12.9	12.9	1008.7	0.00	0.0	0.045	0.000	19.1	53	9.3	18.4	9.92	1.1892	341	1	99.7	15
28.07.23	1:45	14.4	14.4	13.7	48	3.5	2.7	NW	2.41	7.2	NW	13.9	13.2	12.8	1008.8	0.00	0.0	0.041	0.000	18.8	53	9.0	18.1	9.93	1.1905	350	1	100.0	15
